282,0
282,1
283,3
283,4
284,1
284,2
285,3
285,5
287,5
287,6
287,7
288,1
288,2
289,5
289,8
290,3
290,7
292,5
293,2
293,6
294,1
295,0
296,7
297,6
298,1
298,2
299,6
300,0
301,2
302,2
302,3
302,8
304,3
304,4
304,7
304,8
305,0
305,3
305,5
306,6
306,8
307,0
308,4
308,5
308,6
309,2
310,3
310,5
311,1
311,5
312,5
312,7
312,8
313,0
314,5
314,6
314,8
315,3
316,2
316,3
316,8
317,6
317,7
317,8
319,4
319,7
320,0
320,4
320,5
321,1
321,8
322,3
323,0
323,5
324,1
324,5
325,2
325,6
325,7
326,0
326,3
326,7
327,7
327,8
328,2
328,5
328,6
331,5
332,4
332,6
332,8
333,0
333,5
334,3
334,7
335,1
335,6
335,7
335,8
337,1
338,3
338,5
338,7
338,8
339,4
340,0
340,1
340,5
341,0
342,0
342,4
342,6
342,7
342,8
343,3
343,8
344,5
344,6
345,0
345,7
347,8
348,7
349,5
349,6
349,8
350,6
351,0
351,4
353,0
354,3
354,6
354,7
355,4
355,5
356,1
356,2
356,3
356,4
357,1
357,2
357,5
357,7
358,1
358,2
358,5
358,7
362,6
363,5
364,2
364,6
364,8
365,7
365,8
366,2
366,3
367,2
368,0
368,4
369,5
370,0
370,2
370,8
372,3
373,6
374,0
374,2
374,4
377,1
377,3
377,5
377,6
377,8
378,4
379,8
380,1
380,5
380,7
382,0
382,1
383,4
384,2
384,4
384,7
385,0
385,6
386,8
387,2
387,3
388,1
388,5
389,0
389,8
390,0
390,8
391,1
391,4
393,0
393,1
394,6
394,8
396,2
396,5
396,6
397,6
398,0
398,2
398,7
399,6
400,1
400,2
400,4
400,5
401,3
402,1
403,6
403,7
404,0
404,4
404,6
404,8
405,0
405,6
405,8
406,3
406,5
407,3
407,6
407,7
408,1
408,5
409,0
409,3
410,1
410,3
411,1
412,4
412,5
412,7
413,5
413,7
414,1
414,2
415,1
416,1
416,6
416,8
417,0
417,2
418,1
418,6
419,5
419,8
420,2
420,8
421,4
422,1
422,3
423,5
423,8
424,2
424,6
425,0
425,1
426,4
428,8
429,4
429,5
430,3
430,6
431,0
431,4
431,5
431,6
431,7
432,2
432,6
434,0
434,4
434,8
435,3
435,6
436,2
436,7
436,8
437,4
440,1
440,4
440,8
441,4
441,7
443,2
443,3
443,7
444,2
444,6
445,0
445,6
446,1
446,2
446,3
446,4
446,6
446,7
446,8
447,0
448,1
448,5
449,4
450,0
451,5
451,8
452,6
453,0
453,5
453,6
454,4
456,5
456,7
457,0
457,1
457,6
458,2
458,6
459,3
459,4
459,5
460,7
461,5
461,6
462,6
462,8
463,8
467,7
468,0
470,8
471,0
472,2
472,6
473,5
474,4
475,2
475,3
475,4
475,7
475,8
476,1
477,5
478,1
479,2
479,5
479,6
481,5
482,7
482,8
484,0
484,1
484,5
484,7
485,2
485,3
486,0
486,2
486,4
486,8
487,2
487,4
487,6
488,2
488,4
488,6
489,1
489,7
489,8
490,2
491,1
491,2
491,5
491,6
491,8
492,7
493,1
493,3
493,8
494,2
494,3
494,4
495,3
496,0
496,4
496,6
496,8
497,5
497,6
498,1
498,7
499,8
500,0
500,5
501,5
502,4
502,5
502,6
503,8
504,0
505,7
506,3
507,0
507,4
508,0
508,5
508,6
508,8
509,1
509,5
509,6
510,6
511,0
511,2
511,4
512,4
513,5
513,6
514,4
514,5
514,7
514,8
516,0
516,3
517,3
517,4
518,6
519,0
519,1
519,3
519,7
519,8
520,0
520,2
520,5
523,4
524,5
525,7
526,2
526,3
527,1
527,6
527,7
528,1
528,4
529,7
530,5
531,2
531,7
532,6
532,7
533,3
533,5
534,0
534,2
534,4
534,7
535,6
536,3
536,4
537,0
537,1
538,1
538,5
538,6
538,7
539,0
539,2
540,1
541,5
541,7
543,0
543,4
544,2
544,4
545,5
546,1
546,2
546,5
548,6
548,8
549,0
549,2
549,6
551,1
551,4
551,5
552,0
552,3
554,4
554,5
554,6
557,7
558,4
559,1
559,5
559,6
561,1
561,2
562,5
562,6
562,8
563,0
563,2
563,3
563,4
564,3
564,6
565,1
565,7
566,6
566,8
567,0
568,0
568,3
568,4
569,2
569,5
569,6
569,7
570,1
570,4
571,1
571,4
571,6
571,8
572,4
572,6
573,7
574,5
575,1
575,4
576,1
576,3
576,5
578,2
578,5
578,8
579,4
579,5
580,0
580,1
580,3
581,3
582,3
583,5
584,1
584,3
584,4
585,1
585,6
585,7
586,0
586,3
586,6
586,7
587,4
587,7
588,2
589,0
589,3
590,4
591,0
591,4
592,0
592,7
593,0
593,3
593,8
594,5
595,3
595,4
597,7
597,8
598,5
598,6
598,8
599,3
599,5
600,2
600,3
600,5
601,2
601,6
602,0
602,8
603,0
603,2
604,0
604,2
604,4
604,5
604,8
605,5
606,1
606,3
606,4
606,6
606,7
607,3
608,3
608,8
610,2
610,3
610,8
611,1
612,1
612,6
612,7
613,2
613,5
613,6
613,7
615,8
616,8
617,1
617,2
618,2
618,8
619,0
620,2
620,3
620,7
621,0
621,3
622,3
622,7
623,5
624,2
624,3
625,2
625,3
625,6
625,7
625,8
626,7
628,1
628,3
628,6
629,0
629,4
629,6
629,8
630,3
631,6
632,5
632,6
634,6
634,8
635,7
636,7
636,8
637,0
640,4
641,6
642,1
642,2
642,3
642,7
643,2
643,4
643,8
644,0
644,1
645,1
646,2
646,4
646,7
648,5
649,4
649,6
649,7
650,0
650,3
651,3
651,5
651,8
652,5
652,8
653,1
653,5
653,6
653,7
654,0
654,3
655,5
655,8
656,0
656,7
657,2
658,4
659,6
660,7
661,0
662,3
662,5
663,1
663,6
666,0
667,8
668,1
668,5
668,6
669,0
669,1
670,0
670,4
671,2
671,3
671,6
671,8
672,0
672,2
672,4
673,1
673,3
673,7
674,2
677,2
677,4
677,7
678,1
678,3
679,0
679,3
679,5
680,5
681,8
682,0
682,2
682,6
683,5
683,6
684,1
684,6
684,8
685,1
685,2
685,3
686,3
686,4
686,5
687,3
687,7
688,3
689,0
689,2
689,4
689,5
690,6
690,7
691,3
691,5
691,8
692,0
693,1
693,6
693,8
694,4
694,5
694,6
695,2
696,0
697,1
697,2
697,8
698,1
698,3
699,3
699,4
699,8
700,0
701,1
701,5
701,7
702,4
704,0
704,5
705,0
705,5
705,7
705,8
706,3
706,4
707,3
708,2
708,3
709,1
709,4
709,6
710,0
710,4
710,5
710,8
711,3
711,8
712,2
712,7
712,8
713,3
713,4
714,7
715,0
715,1
716,0
716,3
716,4
716,5
717,3
718,3
719,1
720,0
720,8
721,1
721,5
722,3
722,7
723,3
724,0
724,3
725,3
726,7
727,1
727,5
727,6
728,6
728,7
729,1
729,4
729,7
730,0
730,2
730,3
730,4
730,6
733,8
734,3
735,0
735,3
736,0
736,3
737,3
737,6
738,6
739,0
739,2
739,5
740,8
741,0
741,1
741,7
742,8
743,2
744,2
744,3
745,4
745,6
748,0
748,4
748,5
749,1
749,3
749,6
750,6
752,5
752,6
752,7
753,1
753,6
754,0
754,2
754,6
755,7
756,4
756,7
758,6
759,6
759,8
760,0
760,1
760,5
761,2
761,5
762,0
762,4
763,5
763,8
765,6
766,0
766,8
767,3
767,6
767,7
768,1
768,3
768,8
769,3
769,7
770,8
771,6
772,0
772,5
772,7
773,0
773,3
773,6
774,0
774,3
774,5
775,0
775,2
776,3
777,1
777,3
778,0
778,3
778,5
779,2
779,4
779,7
780,1
780,2
781,1
781,2
781,7
782,0
782,2
782,5
783,5
783,6
784,4
785,0
785,5
786,1
788,5
788,7
789,0
789,1
789,7
790,6
791,1
791,2
791,4
791,6
792,4
792,5
792,6
792,7
793,4
793,7
794,2
794,6
795,5
795,7
795,8
796,0
796,6
796,7
797,1
797,5
797,6
799,1
799,4
799,6
800,8
801,1
801,2
801,4
801,5
801,7
802,3
802,5
802,7
803,0
803,1
803,7
804,6
805,0
805,2
806,1
806,4
806,6
807,1
807,4
808,4
810,6
810,7
811,0
811,5
811,8
813,0
813,2
813,5
814,2
814,8
815,6
816,5
817,7
819,3
820,7
821,5
821,6
822,1
823,2
823,4
823,5
824,0
825,0
825,2
825,5
825,7
826,5
827,3
827,6
827,7
828,8
830,1
830,5
831,2
831,3
831,7
832,3
833,0
833,2
834,0
834,1
835,0
835,3
835,7
835,8
837,3
837,6
838,2
838,4
838,6
839,0
839,2
839,6
840,3
840,4
841,7
842,3
842,5
842,7
843,0
844,0
844,5
846,0
846,2
846,8
847,2
847,3
847,7
848,1
848,6
850,5
850,6
851,0
852,1
852,6
853,7
853,8
854,0
854,1
854,8
855,6
857,1
859,6
860,0
860,3
860,4
860,5
860,7
861,8
862,2
864,5
865,1
865,8
866,0
866,3
868,8
869,2
869,3
869,4
869,5
869,6
870,2
870,6
871,0
871,3
871,6
872,6
872,8
873,1
873,3
873,7
873,8
874,4
875,0
875,7
876,0
876,1
878,2
879,7
880,1
880,7
881,2
883,2
883,8
884,0
884,6
884,8
886,1
886,4
887,5
888,2
888,8
889,3
889,8
891,3
891,5
891,6
892,0
892,1
892,6
892,7
893,7
894,3
895,7
896,4
897,2
897,7
898,1
898,7
899,0
899,1
899,2
900,6
900,8
901,1
901,4
901,6
902,1
902,7
902,8
903,1
904,3
905,0
907,0
907,3
907,6
907,7
908,2
909,4
910,3
911,0
911,4
911,5
912,0
912,2
912,4
912,7
913,3
914,2
915,2
915,3
918,6
919,1
919,4
919,5
920,6
921,2
921,3
921,8
922,5
923,2
923,5
924,5
925,2
925,7
926,4
926,6
927,2
928,4
930,1
930,5
931,4
932,1
932,2
932,4
933,5
934,7
934,8
935,4
936,3
936,4
936,5
937,0
938,0
938,1
939,1
939,2
939,6
939,7
940,4
941,1
942,2
942,4
943,3
944,0
944,5
945,0
945,3
945,5
946,3
946,5
947,0
948,0
948,4
948,7
949,0
949,6
950,2
950,3
950,6
951,5
953,2
953,3
954,8
955,0
955,5
956,1
956,5
956,7
957,1
957,7
957,8
958,3
958,4
958,6
959,1
961,2
961,7
963,6
964,4
964,5
965,2
965,5
965,6
966,3
966,6
967,0
967,4
968,8
969,7
970,7
972,1
972,3
973,6
974,0
974,4
975,5
975,7
976,2
976,7
978,8
979,2
979,5
979,6
979,8
980,4
981,8
982,5
982,6
983,2
985,3
985,5
985,7
986,6
987,7
988,1
988,2
988,4
989,1
989,2
989,3
989,7
990,0
991,1
992,1
992,3
993,0
993,5
993,6
993,7
994,5
995,0
995,5
996,0
996,5
997,0
997,3
998,2
998,5
999,4
999,6
999,8
1000,1
1000,6
1000,7
1001,6
1003,1
1003,3
1003,4
1003,6
1003,8
1005,0
1006,0
1007,0
1007,3
1007,4
1008,1
1009,8
1010,0
1010,4
1010,6
1011,2
1011,5
1012,1
1012,2
1013,2
1013,4
1014,2
1015,3
1015,8
1016,1
1016,7
1017,1
1017,2
1017,3
1017,5
1018,4
1018,7
1018,8
1019,3
1019,6
1019,7
1020,2
1020,4
1020,5
1020,8
1021,1
1021,6
1022,1
1022,5
1023,1
1023,5
1023,6
1024,1
1024,4
1025,2
1025,7
1026,6
1027,4
1027,7
1028,5
1028,6
1029,1
1029,2
1029,5
1030,1
1030,2
1030,6
1031,4
1031,8
1032,1
1032,6
1033,3
1033,8
1034,2
1034,5
1035,5
1037,1
1039,3
1039,4
1039,6
1039,8
1040,0
1041,2
1042,2
1042,8
1043,8
1044,0
1044,3
1044,4
1044,8
1045,0
1046,2
1046,4
1046,7
1046,8
1047,0
1047,3
1047,4
1047,6
1048,0
1048,5
1048,7
1049,1
1049,7
1050,2
1050,3
1050,5
1051,1
1051,8
1052,1
1052,3
1052,8
1054,3
1055,4
1055,8
1057,0
1057,3
1057,4
1057,7
1058,8
1059,3
1059,4
1060,0
1060,3
1060,7
1061,5
1061,6
1061,7
1062,3
1062,5
1063,6
1064,4
1064,5
1064,6
1065,4
1067,8
1068,4
1068,8
1069,8
1070,0
1070,3
1070,6
1071,7
1071,8
1072,0
1073,1
1074,7
1075,3
1075,4
1076,0
1077,3
1079,3
1079,6
1081,1
1081,8
1083,4
1083,5
1084,1
1084,6
1085,6
1087,1
1087,2
1087,3
1087,5
1087,7
1088,0
1088,1
1088,2
1088,5
1089,3
1089,5
1090,6
1091,5
1092,5
1095,1
1095,3
1097,1
1097,5
1097,6
1100,8
1102,6
1102,7
1103,2
1103,4
1104,6
1105,0
1105,1
1105,3
1105,4
1107,2
1107,7
1107,8
1108,2
1108,3
1108,4
1109,2
1109,5
1109,6
1109,8
1110,0
1110,1
1110,2
1110,6
1110,7
1111,1
1111,3
1113,3
1115,5
1115,7
1116,2
1117,6
1118,1
1118,8
1120,7
1121,3
1121,4
1121,5
1122,5
1122,8
1123,2
1123,6
1123,7
1124,6
1125,6
1125,7
1126,2
1126,3
1126,4
1126,5
1127,0
1127,5
1127,6
1128,3
1129,2
1129,6
1130,1
1131,6
1132,1
1132,2
1132,3
1132,5
1133,2
1134,2
1135,3
1136,1
1137,1
1137,3
1137,5
1138,3
1138,4
1139,8
1140,4
1141,1
1141,4
1141,5
1142,0
1142,2
1142,4
1143,3
1144,1
1145,3
1145,4
1145,6
1145,7
1146,1
1148,0
1148,6
1149,1
1149,5
1149,8
1150,7
1151,3
1151,7
1153,0
1153,2
1154,0
1154,3
1154,7
1155,1
1155,2
1155,4
1155,5
1155,6
1156,1
1156,5
1156,8
1158,4
1158,7
1159,2
1160,1
1161,0
1163,8
1164,0
1166,5
1167,2
1168,3
1168,6
1169,2
1169,6
1170,1
1170,5
1170,6
1171,2
1171,4
1172,1
1172,4
1173,2
1174,0
1174,1
1174,3
1174,5
1175,3
1176,5
1177,8
1179,7
1180,3
1180,8
1181,7
1182,2
1182,4
1183,6
1184,2
1184,6
1185,0
1185,5
1185,6
1187,0
1187,4
1188,0
1188,7
1189,2
1189,6
1189,7
1190,2
1190,5
1191,1
1191,5
1193,0
1194,2
1194,6
1194,8
1195,1
1195,7
1196,4
1197,1
1198,0
1198,4
1201,0
1202,3
1202,5
1203,1
1203,2
1203,3
1203,7
1204,1
1204,2
1204,4
1205,2
1205,4
1205,6
1206,1
1207,0
1207,5
1207,7
1208,5
1209,4
1210,4
1210,8
1211,5
1211,7
1212,8
1213,4
1213,6
1214,1
1214,2
1214,5
1215,1
1215,3
1215,8
1216,1
1216,2
1216,7
1217,2
1217,4
1217,6
1218,2
1218,3
1219,4
1219,8
1220,0
1220,3
1221,0
1221,4
1223,7
1224,7
1225,5
1225,6
1225,8
1226,2
1226,4
1226,6
1227,0
1227,3
1228,3
1228,8
1229,1
1229,8
1230,3
1230,4
1230,7
1230,8
1231,6
1232,0
1232,3
1232,7
1233,0
1234,4
1234,7
1235,8
1237,7
1238,5
1238,6
1239,2
1239,5
1240,2
1240,3
1240,4
1240,5
1240,6
1243,0
1243,5
1243,6
1243,8
1244,3
1245,2
1245,3
1245,7
1246,0
1246,2
1247,3
1247,5
1247,7
1248,2
1249,2
1249,3
1249,8
1250,2
1250,7
1250,8
1251,7
1252,5
1253,5
1254,0
1255,4
1256,1
1256,2
1256,3
1257,1
1257,3
1257,4
1258,7
1259,4
1260,1
1260,5
1261,1
1261,7
1262,3
1263,2
1263,3
1264,2
1265,6
1266,5
1266,6
1267,7
1268,2
1268,4
1268,8
1269,6
1269,8
1270,0
1270,4
1271,1
1271,7
1273,4
1274,0
1274,5
1274,7
1275,0
1275,8
1276,2
1276,7
1277,1
1277,3
1277,4
1277,5
1277,7
1278,0
1278,2
1278,5
1279,0
1279,5
1279,6
1280,1
1280,7
1281,5
1281,7
1282,8
1283,2
1283,6
1284,0
1284,2
1284,5
1284,7
1285,2
1285,3
1286,2
1287,2
1287,3
1288,1
1289,4
1289,7
1290,0
1291,0
1291,4
1292,3
1293,3
1293,6
1294,1
1294,2
1295,5
1295,6
1296,4
1296,7
1297,3
1298,5
1298,6
1299,4
1300,0
1300,3
1301,0
1301,4
1302,1
1302,2
1302,7
1302,8
1304,0
1304,1
1304,3
1304,8
1305,1
1305,6
1306,0
1306,4
1306,7
1307,7
1308,0
1308,5
1308,7
1309,4
1312,4
1313,1
1313,3
1313,4
1313,6
1314,0
1314,4
1314,5
1314,7
1315,8
1316,1
1316,2
1317,2
1317,5
1317,8
1318,8
1319,0
1319,4
1319,5
1320,0
1320,5
1321,0
1321,6
1321,7
1322,1
1322,6
1323,1
1323,2
1324,6
1325,2
1325,6
1326,7
1327,5
1328,3
1328,4
1329,0
1329,2
1329,3
1329,5
1330,1
1330,5
1331,0
1331,1
1331,4
1332,8
1333,0
1334,0
1334,4
1334,6
1335,5
1336,3
1337,2
1337,4
1337,6
1338,3
1338,5
1338,6
1339,2
1339,6
1339,7
1340,3
1340,6
1341,6
1341,8
1343,1
1343,7
1343,8
1344,0
1344,8
1346,1
1346,8
1348,2
1349,2
1349,4
1350,8
1351,0
1351,2
1353,2
1353,5
1353,7
1353,8
1354,1
1354,3
1354,4
1354,5
1354,7
1355,0
1355,4
1355,6
1356,3
1356,4
1356,6
1356,8
1357,0
1358,1
1358,8
1359,4
1359,6
1359,7
1361,0
1361,4
1361,5
1361,6
1362,3
1363,2
1363,5
1363,6
1363,7
1364,8
1365,7
1366,2
1366,4
1366,7
1367,7
1368,3
1368,4
1368,5
1369,0
1369,3
1370,3
1370,4
1371,4
1371,5
1372,1
1373,6
1374,4
1374,8
1375,0
1376,4
1376,6
1377,7
1378,0
1379,7
1380,0
1382,6
1382,8
1383,8
1384,1
1384,2
1384,4
1385,1
1386,0
1386,6
1387,1
1387,2
1388,1
1388,2
1388,4
1388,6
1388,7
1389,4
1390,0
1390,3
1390,5
1391,1
1391,3
1392,6
1393,4
1394,8
1395,5
1396,3
1396,8
1397,2
1397,3
1397,8
1398,1
1399,4
1399,8
1400,0
1400,6
1400,7
1401,0
1401,2
1401,8
1402,1
1402,5
1403,2
1403,4
1403,5
1403,7
1405,5
1405,7
1406,0
1407,0
1409,2
1409,3
1410,0
1410,2
1411,4
1411,5
1411,8
1414,2
1415,0
1415,3
1415,4
1415,7
1416,1
1416,3
1417,7
1418,0
1419,2
1420,0
1420,5
1421,1
1422,3
1424,6
1424,7
1425,5
1426,3
1426,4
1426,5
1426,8
1427,0
1428,1
1428,4
1429,6
1430,1
1430,4
1431,2
1431,7
1432,2
1432,8
1433,0
1433,8
1434,0
1434,4
1435,2
1435,6
1436,2
1436,3
1436,6
1437,2
1438,3
1438,4
1438,6
1439,2
1439,7
1440,1
1441,6
1442,3
1442,8
1443,4
1443,6
1443,7
1444,1
1444,3
1444,8
1445,3
1445,6
1446,0
1446,1
1446,2
1447,1
1448,8
1449,4
1449,8
1450,0
1451,1
1451,3
1451,4
1452,2
1453,3
1453,6
1454,1
1455,7
1457,0
1457,4
1458,7
1459,5
1460,4
1460,7
1461,0
1461,3
1461,4
1461,8
1463,0
1463,1
1463,2
1463,6
1464,0
1464,3
1464,7
1465,2
1465,4
1465,7
1465,8
1466,6
1467,0
1467,2
1467,3
1468,0
1468,1
1468,4
1468,8
1469,2
1469,3
1469,8
1470,1
1470,7
1471,8
1472,8
1473,1
1473,5
1473,7
1475,3
1475,4
1475,6
1475,8
1476,1
1476,2
1476,3
1476,7
1477,1
1477,3
1477,8
1478,0
1478,8
1479,0
1479,3
1481,1
1481,5
1481,6
1481,7
1482,7
1483,1
1483,3
1483,5
1484,2
1484,8
1485,0
1486,1
1486,4
1486,7
1486,8
1487,3
1487,4
1488,0
1488,7
1488,8
1490,3
1490,7
1492,2
1492,8
1493,3
1494,6
1495,4
1495,5
1496,1
1498,0
1498,3
1498,7
1499,7
1500,3
1501,3
1501,5
1502,4
1502,5
1502,6
1502,8
1503,1
1503,2
1503,4
1505,6
1506,3
1506,4
1506,5
1507,2
1507,8
1508,0
1508,4
1508,7
1509,2
1510,0
1510,2
1510,4
1511,5
1512,1
1512,3
1512,7
1513,2
1513,5
1514,0
